serial_no,bid_no,S.No.,Seller Name,Offered Item,Total Price,Rank,Status,Winner
233,GEM/2025/B/6519685,6,AVECON HEALTHCARE PVT LTD ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 129360.00,L5,Not Evaluated,
233,GEM/2025/B/6519685,7,ROYAL BIOTECH Under PMA,Item Categories : Dengue Rapid Test Kits,` 134750.00,L6,Not Evaluated,
233,GEM/2025/B/6519685,8,M/S. SAMAL ASSOCIATES Under PMA,Item Categories : Dengue Rapid Test Kits,` 134750.00,L6,Not Evaluated,
233,GEM/2025/B/6519685,9,NIRVAHANA VENTURES LLP Under PMA,Item Categories : Dengue Rapid Test Kits,` 146300.00,L7,Not Evaluated,
233,GEM/2025/B/6519685,10,DYGNOVA HEALTHCARE PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 150920.00,L8,Not Evaluated,
233,GEM/2025/B/6519685,11,MNP MEDITECH PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 173250.00,L9,Not Evaluated,
233,GEM/2025/B/6519685,12,Poorvi Diagnostics Under PMA,Item Categories : Dengue Rapid Test Kits,` 192500.00,L10,Not Evaluated,
233,GEM/2025/B/6519685,13,VIMEK BIOCONCEPT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 194040.00,L11,Not Evaluated,
233,GEM/2025/B/6519685,14,MICROGENE DIAGNOSTIC SYSTEMS PRIVATE LIMITED Under PMA,Item Categories : Dengue Rapid Test Kits,` 206976.00,L12,Not Evaluated,
233,GEM/2025/B/6519685,15,POCT SERVICES Under PMA,Item Categories : Dengue Rapid Test Kits,` 215600.00,L13,Not Evaluated,
233,GEM/2025/B/6519685,16,M/S MEDIWAYS ENTERPRISES Under PMA,Item Categories : Dengue Rapid Test Kits,` 223300.00,L14,Not Evaluated,
233,GEM/2025/B/6519685,17,AKSHAR MARKETING Under PMA,Item Categories : Dengue Rapid Test Kits,` 227150.00,L15,Not Evaluated,
233,GEM/2025/B/6519685,18,VASU SURJICAL Under PMA,Item Categories : Dengue Rapid Test Kits,` 231000.00,L16,Not Evaluated,
233,GEM/2025/B/6519685,19,NUCLEUS DIAGNOSYS LLP ( MSE Social Category:General ) Under PMA,Item Categories : Dengue Rapid Test Kits,` 231000.00,L16,Not Evaluated,
233,GEM/2025/B/6519685,20,PUTUS MEDIA Under PMA,Item Categories : Dengue Rapid Test Kits,` 250250.00,L17,Not Evaluated,
233,GEM/2025/B/6519685,21,Cherish Healthcare Under PMA,Item Categories : Dengue Rapid Test Kits,` 269500.00,L18,Not Evaluated,
233,GEM/2025/B/6519685,22,TRANSASIA BIO-MEDICALS LIMITED Under PMA,Item Categories : Dengue Rapid Test Kits,` 301840.00,L19,Not Evaluated,
233,GEM/2025/B/6519685,23,HEALTHCARE SOLUTION AGENCY Under PMA,Item Categories : Dengue Rapid Test Kits,` 329290.50,L20,Not Evaluated,
233,GEM/2025/B/6519685,24,KAVERI ENTERPRISES Under PMA,Item Categories : Dengue Rapid Test Kits,` 608300.00,L21,Not Evaluated,
235,GEM/2025/B/6476918,1,Bhairunath Medical Agency Under PMA,"Item Categories : HB Meter with 100 strip,HCG Rapid card,Multiparameter urine strip,Gluco meter with 100 strips,Malar",` 23963348.00,L1,,
235,GEM/2025/B/6476918,2,m r bio-surgichem Under PMA,"Item Categories : HB Meter with 100 strip,HCG Rapid card,Multiparameter urine strip,Gluco meter with 100 strips,Malar",` 24189405.00,L2,,
235,GEM/2025/B/6476918,3,Jay Distributors Under PMA,"Item Categories : HB Meter with 100 strip,HCG Rapid card,Multiparameter urine strip,Gluco meter with 100 strips,Malar",` 24204043.00,L3,,
235,GEM/2025/B/6476918,,,,,,,
232,GEM/2025/B/6507892,1,GLOBAL DIAGNOSTICS Under PMA,"Item Categories : Blood Collection Tube,Blood Collection Tube,Blood Collection Tube,Pregnancy Rapid Test Kits (V2)",` 31960.00,L1,,
232,GEM/2025/B/6507892,2,Biosci Health care (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Blood Collection Tube,Blood Collection Tube,Blood Collection Tube,Pregnancy Rapid Test Kits (V2)",` 32370.00,L2,,
232,GEM/2025/B/6507892,3,Saviour Biotech Inc Under PMA,"Item Categories : Blood Collection Tube,Blood Collection Tube,Blood Collection Tube,Pregnancy Rapid Test Kits (V2)",` 35275.00,L3,,
232,GEM/2025/B/6507892,4,Diagnostic Sales House Under PMA,"Item Categories : Blood Collection Tube,Blood Collection Tube,Blood Collection Tube,Pregnancy Rapid Test Kits (V2)",` 37713.00,L4,,
232,GEM/2025/B/6507892,,,,,,,
234,GEM/2025/B/6499458,1,HUBERT ENVIRO CARE SYSTEMS LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Custom Bid for Services - Lining up an agency to carry out Environment Impact Analysis and  Rapid R,` 922760.00,L1,,
234,GEM/2025/B/6499458,2,ABC TECHNO LABS INDIA PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Custom Bid for Services - Lining up an agency to carry out Environment Impact Analysis and  Rapid R,` 1964700.00,L2,,
234,GEM/2025/B/6499458,,,,,,,
248,GEM/2025/B/6417607,1,EPPENDORF INDIA PRIVATE LIMITED Under PMA,Item Categories : Gradient PCR machine with accessories including multichannel pipettes,` 740000.00,L1,,
248,GEM/2025/B/6417607,,,,,,,
175,GEM/2025/B/6646255,1,GURUKRUPA ENTERPRISE Under PMA,Item Categories : Taq DNA Polymerase,` 116644.00,L1,,
175,GEM/2025/B/6646255,2,TECHNO ENTERPRISE Under PMA,Item Categories : Taq DNA Polymerase,` 120150.00,L2,,
175,GEM/2025/B/6646255,3,NEW EDGE BIOSCIENCE Under PMA,Item Categories : Taq DNA Polymerase,` 124630.00,L3,,
175,GEM/2025/B/6646255,,,,,,,
245,GEM/2025/B/6460626,1,HUWEL LIFESCIENCES PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,Item Categories : Real Time PCR Kits (V2),` 64500.00,L1,,
245,GEM/2025/B/6460626,2,GCC BIOTECH (INDIA) PRIVATE LIMITED. (MSE) ( MSE Social Category:General ) Under PMA,Item Categories : Real Time PCR Kits (V2),` 70200.00,L2,,
245,GEM/2025/B/6460626,3,GENES 2ME PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,Item Categories : Real Time PCR Kits (V2),` 98784.00,L3,,
245,GEM/2025/B/6460626,4,MEDSOURCE OZONE BIOMEDICALS PRIVATE LIMITED Under PMA,Item Categories : Real Time PCR Kits (V2),` 140448.00,L4,,
245,GEM/2025/B/6460626,,,,,,,
242,GEM/2025/B/6453644,1,MDC HEALTHCARE PRIVATE LIMITED Under PMA,Item Categories : Micro PCR MTB Test Kit,` 394240.00,L1,Qualified,
241,GEM/2025/B/6434701,1,GENOMID LIFE SCIENCE (MII) Under PMA,"Item Categories : Gelatin from bovine skin 500G pk,Sulfuric acid about 98 EMPLURA 500 ml,Chloroform contains ethanol",` 190900.40,L1,,
241,GEM/2025/B/6434701,,,,,,,
173,GEM/2025/B/6647629,1,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : NucleoSpin Gel and PCR Clean-up 50,EmeraldAmp R GT PCR Master Mix,Proteinase K,NucleoSpin R RNA Pla",` 661704.00,L1,,
173,GEM/2025/B/6647629,,,,,,,
250,GEM/2025/B/6231606,1,MDC HEALTHCARE PRIVATE LIMITED (MII) Under PMA,Item Categories : Automated Real Time Micro PCR Machine,` 5188000.00,L1,,
250,GEM/2025/B/6231606,,,,,,,
249,GEM/2025/B/6478582,1,GENAXY SCIENTIFIC PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : PCR Tubes,PCR Tubes",` 326000.00,L1,,
249,GEM/2025/B/6478582,2,XETRA BIO SOLUTION Under PMA,"Item Categories : PCR Tubes,PCR Tubes",` 687500.00,L2,,
249,GEM/2025/B/6478582,,,,,,,
179,GEM/2025/B/6640391,1,AKSHAYA ASSOCIATES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Lipolysis colorimetric Assay Kit 100T,Glucose Uptake colorimetric assay kit 100T,Triglyceride Quant",` 654374.70,L1,,
179,GEM/2025/B/6640391,,,,,,,
178,GEM/2025/B/6640449,1,PHENIX ENTERPRISE Under PMA,Item Categories : DNA Gel loading dye,` 283431.00,L1,,
178,GEM/2025/B/6640449,2,TECHNO ENTERPRISE Under PMA,Item Categories : DNA Gel loading dye,` 296700.00,L2,,
178,GEM/2025/B/6640449,3,NEW EDGE BIOSCIENCE Under PMA,Item Categories : DNA Gel loading dye,` 299890.00,L3,,
178,GEM/2025/B/6640449,,,,,,,
174,GEM/2025/B/6647406,1,BIO VISION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : TransformAid Bacterial Transformation Kit,FastDigest KpnI,IPTG Solution ready to use,FastDigest Bam",` 177818.00,L1,,
174,GEM/2025/B/6647406,2,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : TransformAid Bacterial Transformation Kit,FastDigest KpnI,IPTG Solution ready to use,FastDigest Bam",` 187234.00,L2,,
174,GEM/2025/B/6647406,,,,,,,
176,GEM/2025/B/6644648,1,GENETIX BIOTECH ASIA LIMITED Under PMA,"Item Categories : TransformAid Bacterial Transformation Kit, 40 transformat,RevertAid First Strand cDNA Synthesis Kit",` 405010.00,L1,,
176,GEM/2025/B/6644648,2,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : TransformAid Bacterial Transformation Kit, 40 transformat,RevertAid First Strand cDNA Synthesis Kit",` 457708.00,L2,,
176,GEM/2025/B/6644648,,,,,,,
172,GEM/2025/B/6665717,1,PRIYA COOLER AND STEEL INDUSTRIES ( MSE Social Category:General ) Under PMA,"Item Categories : PROVIDING AND INSTALLATION OF SUN DIA,PROVIDING AND INSTALLATION OF WIND SOAK,PROVIDING AND INSTALL",` 9751992.00,L1,,
172,GEM/2025/B/6665717,2,D S FURNISHERS ( MSE Social Category:General ) Under PMA,"Item Categories : PROVIDING AND INSTALLATION OF SUN DIA,PROVIDING AND INSTALLATION OF WIND SOAK,PROVIDING AND INSTALL",` 12341035.00,L2,,
172,GEM/2025/B/6665717,3,AMOL INDUSTRIES ( MSE Social Category:OBC ) Under PMA,"Item Categories : PROVIDING AND INSTALLATION OF SUN DIA,PROVIDING AND INSTALLATION OF WIND SOAK,PROVIDING AND INSTALL",` 15243217.00,L3,,
172,GEM/2025/B/6665717,,,,,,,
246,GEM/2025/B/6419278,1,SB Biochem (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : MEGAscript T7 Transcription Kit,Dynabeads TM MyOn TM Streptavidin C1,Bio 16 UTP,Pierce TM 3x DYKDDD",` 295415.00,L1,,
246,GEM/2025/B/6419278,2,ANKUR TOTAL SOLUTION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : MEGAscript T7 Transcription Kit,Dynabeads TM MyOn TM Streptavidin C1,Bio 16 UTP,Pierce TM 3x DYKDDD",` 297313.00,L2,,
246,GEM/2025/B/6419278,3,Spindle Healthcare (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : MEGAscript T7 Transcription Kit,Dynabeads TM MyOn TM Streptavidin C1,Bio 16 UTP,Pierce TM 3x DYKDDD",` 304826.00,L3,,
246,GEM/2025/B/6419278,4,Ritik Associates (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : MEGAscript T7 Transcription Kit,Dynabeads TM MyOn TM Streptavidin C1,Bio 16 UTP,Pierce TM 3x DYKDDD",` 310139.00,L4,,
246,GEM/2025/B/6419278,,,,,,,
247,GEM/2025/B/6373003,1,M/S ATLANTIS HEALTHCARE Under PMA,Item Categories : Micro PCR MTB Test Kit,` 132000.00,L1,,
247,GEM/2025/B/6373003,,,,,,,
243,GEM/2025/B/6432706,1,Spectrum Technologies Under PMA,Item Categories : Stand-alone Real Time (Quantitative) PCR machine,` 1404799.00,L1,,
243,GEM/2025/B/6432706,2,The Bharat Instruments and Chemicals -Hisar Under PMA,Item Categories : Stand-alone Real Time (Quantitative) PCR machine,` 1642000.00,L2,,
243,GEM/2025/B/6432706,,,,,,,
177,GEM/2025/B/6641196,1,GENETIX BIOTECH ASIA LIMITED Under PMA,"Item Categories : RiboLockTM RNase Inhibitor,RevertAid Reverse Transcriptase,GeneRulerTM 1 kb DNA Ladder, 5 x 50 ug,G",` 469605.00,L1,,
177,GEM/2025/B/6641196,2,SCIENTIFIC ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : RiboLockTM RNase Inhibitor,RevertAid Reverse Transcriptase,GeneRulerTM 1 kb DNA Ladder, 5 x 50 ug,G",` 618250.00,L2,,
177,GEM/2025/B/6641196,,,,,,,
241,GEM/2025/B/6897693,1,PANKAJ TRADING COMPANY Under PMA,"Item Categories : Duracell AA (R6) 1.5 Ah Portable Sealed Rechargeable Single Cell,Drum Cartridge CF257A For Use M438",` 99080.00,L1,,
241,GEM/2025/B/6897693,2,M/s ESS KAY AGENCIES Under PMA,"Item Categories : Duracell AA (R6) 1.5 Ah Portable Sealed Rechargeable Single Cell,Drum Cartridge CF257A For Use M438",` 104800.00,L2,,
241,GEM/2025/B/6897693,3,GUPTA ARMY GENERAL STORE Under PMA,"Item Categories : Duracell AA (R6) 1.5 Ah Portable Sealed Rechargeable Single Cell,Drum Cartridge CF257A For Use M438",` 108500.00,L3,,
241,GEM/2025/B/6897693,,,,,,,
243,GEM/2025/B/6895920,1,AUTO BATTERY CENTER (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Piston,Head Gasket,Packing seal kit,Inlet Valve,Exhaust Valve,Oil Seal front crankshaft,Oil seal re",` 178031.32,L1,,
243,GEM/2025/B/6895920,2,PEEKAY SUPPLY (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Piston,Head Gasket,Packing seal kit,Inlet Valve,Exhaust Valve,Oil Seal front crankshaft,Oil seal re",` 181589.00,L2,,
243,GEM/2025/B/6895920,3,SHIVAM TRADING CO (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Piston,Head Gasket,Packing seal kit,Inlet Valve,Exhaust Valve,Oil Seal front crankshaft,Oil seal re",` 185160.00,L3,,
243,GEM/2025/B/6895920,4,CHANDAN ENTERPRISES Under PMA,"Item Categories : Piston,Head Gasket,Packing seal kit,Inlet Valve,Exhaust Valve,Oil Seal front crankshaft,Oil seal re",` 188714.00,L4,,
243,GEM/2025/B/6895920,,,,,,,
244,GEM/2025/B/6882076,1,"AQUA PHARMA (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Levofloxacin 500 mg Tab,Trypsin with Chymotrypsin Tab,Cap Omega 3 Fatty Acid,Fluconazole 150 mg Cap",` 533777.80,L1,,
244,GEM/2025/B/6882076,2,"Saviour Biotech Inc (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Levofloxacin 500 mg Tab,Trypsin with Chymotrypsin Tab,Cap Omega 3 Fatty Acid,Fluconazole 150 mg Cap",` 555082.80,L2,,
244,GEM/2025/B/6882076,3,"Royal Pharma (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Levofloxacin 500 mg Tab,Trypsin with Chymotrypsin Tab,Cap Omega 3 Fatty Acid,Fluconazole 150 mg Cap",` 672343.05,L3,,
244,GEM/2025/B/6882076,4,"REMEDIAL HUB (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Levofloxacin 500 mg Tab,Trypsin with Chymotrypsin Tab,Cap Omega 3 Fatty Acid,Fluconazole 150 mg Cap",` 685452.60,L4,,
244,GEM/2025/B/6882076,,,,,,,
249,GEM/2025/B/6894753,1,"R & G ENTERPRISES (MSE,MII) ( MSE Social Category:SC ) Under PMA","Item Categories : BRAKE PAD SET,OIL FILTER,AC FILTER,AIR FILTER,CYL HEAD GASKET,FUEL MOTOR,BRAKE PAD SET,BRAKE SHOE R",` 31084.00,L1,,
249,GEM/2025/B/6894753,2,"KOHLI GENERAL MARCHANT (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : BRAKE PAD SET,OIL FILTER,AC FILTER,AIR FILTER,CYL HEAD GASKET,FUEL MOTOR,BRAKE PAD SET,BRAKE SHOE R",` 32620.00,L2,,
249,GEM/2025/B/6894753,3,"JK ENTERPRISES (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : BRAKE PAD SET,OIL FILTER,AC FILTER,AIR FILTER,CYL HEAD GASKET,FUEL MOTOR,BRAKE PAD SET,BRAKE SHOE R",` 59094.00,L3,,
249,GEM/2025/B/6894753,,,,,,,
250,GEM/2025/B/6894649,1,ESS KAY HOME CARE ( MSE Social Category:General ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 81922.00,L1,Disqualified,
250,GEM/2025/B/6894649,2,M/S 3MAN ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 139930.00,L2,Qualified,
250,GEM/2025/B/6894649,3,M/S MAKMONI ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 150770.00,L3,Qualified,
250,GEM/2025/B/6894649,4,K P ENTERPRISE (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 154650.00,L4,Qualified,
250,GEM/2025/B/6894649,5,TABS ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 164900.00,L5,Qualified,
250,GEM/2025/B/6894649,6,OCEANTECH MARINE SERVICES (OPC) PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 186185.20,L6,Qualified,
250,GEM/2025/B/6894649,7,ME SOLUTION (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : Detergent Solution,Refill for automatic air freshener,Distilled water,Plastic Mug,Bag Biodegradable",` 416916.00,L7,Qualified,
248,GEM/2025/B/6853459,1,ESS KAY HOME CARE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 73175.00,L1,Qualified,
248,GEM/2025/B/6853459,2,M/S RELIABLE OFFICE SUPPLIERS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 86615.00,L2,Qualified,
248,GEM/2025/B/6853459,3,PRANJAL ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 117413.70,L3,Qualified,
248,GEM/2025/B/6853459,4,M/S MAKMONI ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 125725.00,L4,Qualified,
248,GEM/2025/B/6853459,5,LAXMI SANGAM ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 155917.00,L5,Qualified,
248,GEM/2025/B/6853459,6,PRANAV ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Super Mop Refills,Polish Metal Brass,Duster Cloth,Cloth Sponge,Cleaner White Toilet or Harpic,Cotto",` 166450.00,L6,Qualified,
231,GEM/2025/B/6429127,1,CARE AND CARE Under PMA,Item Categories : SGPT Vimek Make for Biochemistry Analyser,` 1988.00,L1,,
231,GEM/2025/B/6429127,,,,,,,
233,GEM/2025/B/6439891,1,GLOBAL DIAGNOSTICS ( MSE Social Category:General ) Under PMA,"Item Categories : Mispa I2 ASO kit of 30 tests,Mispa i2 CRP Kit of 30 Test,Mispa i2 D-Dimer Kit of 15 Test,Mispa i2 F",` 481458.00,L1,,
233,GEM/2025/B/6439891,,,,,,,
235,GEM/2025/B/6429233,1,CARE AND CARE Under PMA,Item Categories : HDL vimek make for Biochemistry analyser,` 26807.99,L1,,
235,GEM/2025/B/6429233,,,,,,,
236,GEM/2025/B/6429201,1,CARE AND CARE Under PMA,Item Categories : ASO Vimek Make for Biochemistry Analyser,` 18816.00,L1,,
236,GEM/2025/B/6429201,,,,,,,
234,GEM/2025/B/6429294,1,CARE AND CARE Under PMA,Item Categories : LDL Vimek Make for Biochemistry Analyser,` 30464.00,L1,,
234,GEM/2025/B/6429294,,,,,,,
232,GEM/2025/B/6470858,1,MEDIKON INDIA PRIVATE LIMITED (MII) Under PMA,"Item Categories : VITROS reagent 1,VITROS reagent 2,VITROS reagent 3,VITROS reagent 4,VITROS reagent 5,VITROS reagent",` 1193220.91,L1,,
232,GEM/2025/B/6470858,,,,,,,
237,GEM/2025/B/6316201,1,maadhav associates (MII) Under PMA,"Item Categories : Triglycerides System Pack,Creatinine System Pack,SGPT System Pack,Bilirubin System Pack,Cholesterol",` 995997.92,L1,,
237,GEM/2025/B/6316201,2,HANUMAN HEALUP PRIVATE LIMITED (MII) Under PMA,"Item Categories : Triglycerides System Pack,Creatinine System Pack,SGPT System Pack,Bilirubin System Pack,Cholesterol",` 1032045.00,L2,,
237,GEM/2025/B/6316201,3,TAPS HEALTHCARE PRIVATE LIMITED (MII) Under PMA,"Item Categories : Triglycerides System Pack,Creatinine System Pack,SGPT System Pack,Bilirubin System Pack,Cholesterol",` 1046192.00,L3,,
237,GEM/2025/B/6316201,,,,,,,
239,GEM/2025/B/6353409,1,AHUJA SUBSCRIPTION AGENCY Under PMA,"Item Categories : DEPARTMENT OF ANATOMY JOURNALS,DEPARTMENT OF BIOCHEMISTRY JOURNALS,DEPARTMENT OF PHYSIOLOGY JOURNAL",` 4850338.33,L1,,
239,GEM/2025/B/6353409,,,,,,,
245,GEM/2025/B/6414692,1,MRO UDYOG (MII) ( MSE Social Category:General ) Under PMA,"Item Categories : HYPOXY STEEL BOND,HY POXY STEEL FAST RAPID STEEL EMERGENCY REPAIR COMPOUND 454 gm PACK,HY POXY H 91",` 626344.00,L1,,
245,GEM/2025/B/6414692,2,M/S SHARMA ASSOCIATES (MII) ( MSE Social Category:General ) Under PMA,"Item Categories : HYPOXY STEEL BOND,HY POXY STEEL FAST RAPID STEEL EMERGENCY REPAIR COMPOUND 454 gm PACK,HY POXY H 91",` 686288.00,L2,,
245,GEM/2025/B/6414692,3,SOUMI ENTERPRISES (MII) Under PMA,"Item Categories : HYPOXY STEEL BOND,HY POXY STEEL FAST RAPID STEEL EMERGENCY REPAIR COMPOUND 454 gm PACK,HY POXY H 91",` 699032.00,L3,,
245,GEM/2025/B/6414692,,,,,,,
242,GEM/2025/B/6506808,1,SHUBHNITITRADERS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Repair of Solar Bty Charger for Charging,Repair of Float Cum Booster Charger for 25A,Repair of PSU",` 35630.00,L1,,
242,GEM/2025/B/6506808,2,S.V. ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Repair of Solar Bty Charger for Charging,Repair of Float Cum Booster Charger for 25A,Repair of PSU",` 39120.00,L2,,
242,GEM/2025/B/6506808,3,RAJINDER AGGARWAL & SON'S Under PMA,"Item Categories : Repair of Solar Bty Charger for Charging,Repair of Float Cum Booster Charger for 25A,Repair of PSU",` 40250.00,L3,,
242,GEM/2025/B/6506808,,,,,,,
250,GEM/2025/B/6464822,1,DR. ROOPA RANA BUSINESS SOLUTIONS PRIVATE LIMITED Under PMA,Item Categories : HCV Rapid Test Kits,` 9000.00,L1,Qualified,
250,GEM/2025/B/6464822,2,VEE AAR ENTERPRISES Under PMA,Item Categories : HCV Rapid Test Kits,` 10500.00,L2,Not Evaluated,
